ParticipantID,ParticipantCode,LastName,FirstName,BirthDate,Gender,ParticipantType,RegionID,MaritalStatus
537850,Part-537850,Andrew,Hamilton,8/16/1983,MALE,INDIVIDUAL,495,Married
537855,Part-537855,Martha,Collins,9/10/1979,FEMALE,INDIVIDUAL,455,Single
538325,Part-538325,Douglas,Brooks,9/19/2008,MALE,INDIVIDUAL,878,Married
538355,Part-538355,Stephen,West,1/15/1973,MALE,INDIVIDUAL,667,Single
538968,Part-538968,George,Vasquez,6/14/1963,MALE,INDIVIDUAL,662,Divorced
539034,Part-539034,Emily,Meyer,2/3/1983,FEMALE,INDIVIDUAL,783,Single
539272,Part-539272,Brandon,Gordon,12/12/1977,MALE,INDIVIDUAL,39,Single
539443,Part-539443,Tammy,Garcia,10/15/1971,FEMALE,INDIVIDUAL,357,Married
539567,Part-539567,Walter,Day,6/19/1954,MALE,INDIVIDUAL,530,Married
540040,Part-540040,Sean,Cole,3/9/1976,MALE,INDIVIDUAL,147,Married
540071,Part-540071,Wayne,Hart,2/12/1973,MALE,INDIVIDUAL,197,Single
540214,Part-540214,Evelyn,Wheeler,3/10/1989,FEMALE,INDIVIDUAL,149,Divorced
540336,Part-540336,Paul,Montgomery,12/9/1977,MALE,INDIVIDUAL,799,Married
540677,Part-540677,Philip,Gonzalez,3/18/1962,MALE,INDIVIDUAL,404,Divorced
540680,Part-540680,Harry,Weaver,10/4/2004,MALE,INDIVIDUAL,272,Single
540712,Part-540712,Janice,Gordon,11/8/1982,FEMALE,INDIVIDUAL,694,Married
540789,Part-540789,Charles,Harvey,12/20/1960,MALE,INDIVIDUAL,830,Divorced
540801,Part-540801,Bare Ltd,,,,COMPANY,106,
540969,Part-540969,Frank,Jones,1/13/1988,MALE,INDIVIDUAL,100,Single
541160,Part-541160,Douglas,Adams,10/13/1979,MALE,INDIVIDUAL,143,Married
541804,Part-541804,Juan,Holmes,5/27/1975,MALE,INDIVIDUAL,435,Married
541805,Part-541805,Patrick,Kelley,11/10/1972,MALE,INDIVIDUAL,469,Married
541808,Part-541808,Jason,Dunn,3/9/2004,MALE,INDIVIDUAL,59,Single
541914,Part-541914,Ryan,Roberts,9/24/1954,MALE,INDIVIDUAL,904,Divorced
542085,Part-542085,Heather,Harris,1/31/1968,FEMALE,INDIVIDUAL,969,Married
542231,Part-542231,Charles,Clark,9/14/1971,MALE,INDIVIDUAL,453,Married
542234,Part-542234,Patrick,Tucker,10/22/1962,MALE,INDIVIDUAL,716,Single
542259,Part-542259,Jose,Coleman,1/15/1976,MALE,INDIVIDUAL,652,Married
542388,Part-542388,Denise,Russell,3/25/1948,FEMALE,INDIVIDUAL,313,Married
542446,Part-542446,Virginia,Wilson,7/13/1978,FEMALE,INDIVIDUAL,970,Married
542457,Part-542457,Judy,Garrett,9/4/1960,FEMALE,INDIVIDUAL,388,Single
542465,Part-542465,Mary,Carr,1/2/1969,FEMALE,INDIVIDUAL,639,Single
542592,Part-542592,Alan,Miller,8/26/1974,MALE,INDIVIDUAL,345,Married
542848,Part-542848,Patricia,Miller,12/22/2011,FEMALE,INDIVIDUAL,330,Divorced
542889,Part-542889,Johnny,Garrett,5/26/1970,MALE,INDIVIDUAL,708,Single
542926,Part-542926,Tina,Campbell,6/25/1969,FEMALE,INDIVIDUAL,103,Single
542944,Part-542944,Juan,Fowler,8/30/1968,MALE,INDIVIDUAL,488,Married
543136,Part-543136,Annie,Thompson,11/21/1947,FEMALE,INDIVIDUAL,705,Married
543673,Part-543673,Nicole,Turner,5/11/1984,FEMALE,INDIVIDUAL,818,Married
543698,Part-543698,Shawn,Taylor,2/19/1977,MALE,INDIVIDUAL,963,Married
543863,Part-543863,Willie,Porter,5/27/1970,MALE,INDIVIDUAL,775,Single
543887,Part-543887,Kevin,Rose,8/23/1972,MALE,INDIVIDUAL,546,Married
543994,Part-543994,Samuel,Montgomery,11/28/2009,MALE,INDIVIDUAL,817,Married
544060,Part-544060,Eugene,Cunningham,4/7/1977,MALE,INDIVIDUAL,696,Divorced
544295,Part-544295,Patrick,Grant,2/17/1962,MALE,INDIVIDUAL,662,Single
544341,Part-544341,Lois,Bradley,5/28/1973,FEMALE,INDIVIDUAL,629,Divorced
544346,Part-544346,Walter,Dunn,12/31/2000,MALE,INDIVIDUAL,902,Single
544542,Part-544542,Beverly,Lee,7/22/1982,FEMALE,INDIVIDUAL,929,Married
544758,Part-544758,Kelly,White,6/25/2011,FEMALE,INDIVIDUAL,266,Divorced
544956,Part-544956,Henry,Campbell,4/21/1966,MALE,INDIVIDUAL,948,Married
545061,Part-545061,Joe,Chavez,11/30/1967,MALE,INDIVIDUAL,933,Married
545188,Part-545188,Carlos,Hunt,7/12/1967,MALE,INDIVIDUAL,297,Married
545332,Part-545332,Bobby,Ruiz,7/31/1973,MALE,INDIVIDUAL,214,Single
545341,Part-545341,Tina,Watkins,7/26/1982,FEMALE,INDIVIDUAL,239,Married
545368,Part-545368,Brenda,Harrison,11/18/1969,FEMALE,INDIVIDUAL,346,Single
545376,Part-545376,Catherine,Sullivan,8/12/1981,FEMALE,INDIVIDUAL,135,Divorced
545624,Part-545624,Linda,George,12/26/1977,FEMALE,INDIVIDUAL,873,Married
545628,Part-545628,Howard,Dixon,3/7/1987,MALE,INDIVIDUAL,656,Married
545654,Part-545654,Norma,Sims,3/14/1980,FEMALE,INDIVIDUAL,22,Married
545658,Part-545658,Jacqueline,Allen,2/21/1967,FEMALE,INDIVIDUAL,409,Married
545794,Part-545794,Kathleen,Mccoy,8/24/1980,FEMALE,INDIVIDUAL,961,Single
546071,Part-546071,Henry,Knight,5/13/1962,MALE,INDIVIDUAL,176,Single
546219,Part-546219,Amy,Stephens,9/7/1979,FEMALE,INDIVIDUAL,565,Divorced
546393,Part-546393,Robin,Ford,3/27/1971,FEMALE,INDIVIDUAL,644,Married
546553,Part-546553,Teresa,Green,9/22/1975,FEMALE,INDIVIDUAL,695,Married
546560,Part-546560,Wanda,Cole,5/6/1983,FEMALE,INDIVIDUAL,859,Married
546776,Part-546776,Samuel,Gibson,7/27/1974,MALE,INDIVIDUAL,758,Married
547441,Part-547441,Jeremy,Dixon,3/4/1973,MALE,INDIVIDUAL,531,Married
547515,Part-547515,Louise,Young,1/2/1967,FEMALE,INDIVIDUAL,842,Married
547578,Part-547578,Brian,Hamilton,6/20/1983,MALE,INDIVIDUAL,819,Married
547636,Part-547636,Rose,Weaver,2/12/1986,FEMALE,INDIVIDUAL,150,Single
547695,Part-547695,Annie,Ramos,9/13/1968,FEMALE,INDIVIDUAL,418,Divorced
547741,Part-547741,Brian,Burton,5/7/1969,MALE,INDIVIDUAL,574,Divorced
547775,Part-547775,Ryan,Garrett,8/2/1979,MALE,INDIVIDUAL,134,Single
547805,Part-547805,Richard,Clark,11/26/1995,MALE,INDIVIDUAL,937,Single
548220,Part-548220,Robin,Weaver,3/2/1981,FEMALE,INDIVIDUAL,260,Single
548302,Part-548302,Jane,Howell,4/22/1963,FEMALE,INDIVIDUAL,221,Divorced
548457,Part-548457,Carlos,Schmidt,9/15/1973,MALE,INDIVIDUAL,266,Married
548531,Part-548531,Wayne,Peterson,4/26/1984,MALE,INDIVIDUAL,484,Divorced
548604,Part-548604,Lawrence,Peters,4/17/1969,MALE,INDIVIDUAL,934,Married
548986,Part-548986,Mary,Mills,1/27/1971,FEMALE,INDIVIDUAL,571,Married
549022,Part-549022,Ernest,Olson,8/4/1977,MALE,INDIVIDUAL,182,Married
549532,Part-549532,Anne,Mccoy,1/23/1982,FEMALE,INDIVIDUAL,753,Married
550134,Part-550134,Ernest,Harrison,11/2/1977,MALE,INDIVIDUAL,824,Married
550291,Part-550291,Victor,Patterson,2/4/1973,MALE,INDIVIDUAL,199,Married
550361,Part-550361,Henry,Flores,4/4/1963,MALE,INDIVIDUAL,845,Married
550385,Part-550385,Catherine,Green,2/23/1954,FEMALE,INDIVIDUAL,671,Married
550454,Part-550454,Nicholas,Hunt,4/12/1968,MALE,INDIVIDUAL,545,Married
550590,Part-550590,Patrick,Graham,6/13/1975,MALE,INDIVIDUAL,689,Divorced
550933,Part-550933,Margaret,Phillips,1/31/1978,FEMALE,INDIVIDUAL,955,Married
551114,Part-551114,Doris,Nichols,7/25/1980,FEMALE,INDIVIDUAL,670,Single
551450,Part-551450,Billy,Arnold,12/31/1958,MALE,INDIVIDUAL,974,Married
551543,Part-551543,Justin,Frazier,5/11/1963,MALE,INDIVIDUAL,639,Single
552032,Part-552032,Frances,Richards,7/30/1951,FEMALE,INDIVIDUAL,753,Single
552473,Part-552473,Barbara,Austin,2/14/1984,FEMALE,INDIVIDUAL,25,Married
552545,Part-552545,Anthony,Bowman,6/20/1968,MALE,INDIVIDUAL,23,Single
552622,Part-552622,VOLUME Corp,,,,COMPANY,130,
552916,Part-552916,Gary,Ortiz,1/21/1969,MALE,INDIVIDUAL,960,Divorced
552924,Part-552924,Raymond,Reid,7/29/1976,MALE,INDIVIDUAL,319,Married
553148,Part-553148,Matthew,Peterson,5/31/2000,MALE,INDIVIDUAL,395,Married
553407,Part-553407,Brian,Carroll,9/24/1972,MALE,INDIVIDUAL,673,Single
553713,Part-553713,Janet,Flores,10/29/1953,FEMALE,INDIVIDUAL,111,Married
553822,Part-553822,Larry,Mitchell,12/19/1953,MALE,INDIVIDUAL,500,Married
554190,Part-554190,Walter,Wood,12/6/1981,MALE,INDIVIDUAL,461,Married
554191,Part-554191,Johnny,Tucker,10/17/2009,MALE,INDIVIDUAL,949,Single
555273,Part-555273,Karen,Gardner,12/1/1964,FEMALE,INDIVIDUAL,866,Single
555526,Part-555526,Phyllis,Chavez,1/15/1960,FEMALE,INDIVIDUAL,469,Single
555947,Part-555947,Clarence,Hanson,7/30/2012,MALE,INDIVIDUAL,299,Married
555952,Part-555952,Johnny,Little,4/16/1980,MALE,INDIVIDUAL,986,Married
556363,Part-556363,Russell,Garza,4/4/1994,MALE,INDIVIDUAL,160,Married
556654,Part-556654,George,Robertson,4/14/1954,MALE,INDIVIDUAL,613,Married
556804,Part-556804,Patrick,Russell,11/20/1977,MALE,INDIVIDUAL,300,Married
556945,Part-556945,Frances,Lawrence,4/17/1975,FEMALE,INDIVIDUAL,217,Married
556946,Part-556946,Sandra,Ray,3/11/1986,FEMALE,INDIVIDUAL,761,Married
556987,Part-556987,Stephanie,Fisher,7/10/1968,FEMALE,INDIVIDUAL,449,Single
557071,Part-557071,Norma,Lee,1/4/1959,FEMALE,INDIVIDUAL,347,Married
557253,Part-557253,Andrew,Watson,6/18/1977,MALE,INDIVIDUAL,275,Divorced
557618,Part-557618,Susan,Montgomery,11/11/1969,FEMALE,INDIVIDUAL,971,Married
557670,Part-557670,Steve,West,11/21/1960,MALE,INDIVIDUAL,691,Divorced
557713,Part-557713,Robert,Gordon,9/10/1967,MALE,INDIVIDUAL,100,Married
557715,Part-557715,Gregory,Chavez,11/11/1999,MALE,INDIVIDUAL,836,Single
557833,Part-557833,Amanda,Walker,1/26/1979,FEMALE,INDIVIDUAL,570,Married
557918,Part-557918,Michelle,Hall,11/7/2002,FEMALE,INDIVIDUAL,27,Single
558042,Part-558042,Ashley,Nelson,6/20/1959,FEMALE,INDIVIDUAL,866,Married
558102,Part-558102,Robert,Harvey,4/3/1974,MALE,INDIVIDUAL,930,Divorced
558243,Part-558243,Louis,Carter,12/19/1951,MALE,INDIVIDUAL,141,Single
558657,Part-558657,Carolyn,Long,3/13/2008,FEMALE,INDIVIDUAL,906,Married
558671,Part-558671,Marie,Morales,12/9/1980,FEMALE,INDIVIDUAL,509,Married
558697,Part-558697,Rachel,Long,7/2/1986,FEMALE,INDIVIDUAL,230,Single
559082,Part-559082,Edward,Grant,12/20/1984,MALE,INDIVIDUAL,738,Married
559200,Part-559200,Debra,Hunter,2/16/1964,FEMALE,INDIVIDUAL,447,Married
559232,Part-559232,Jeffrey,Welch,12/13/1956,MALE,INDIVIDUAL,223,Married
559324,Part-559324,Kelly,Harrison,5/18/1984,FEMALE,INDIVIDUAL,850,Married
559328,Part-559328,Dorothy,Jackson,7/9/1988,FEMALE,INDIVIDUAL,893,Divorced
559338,Part-559338,Helen,Knight,7/9/1988,FEMALE,INDIVIDUAL,672,Divorced
559455,Part-559455,Charles,Price,1/3/1979,MALE,INDIVIDUAL,111,Married
559764,Part-559764,Joyce,Burton,6/17/1977,FEMALE,INDIVIDUAL,558,Single
560036,Part-560036,Philip,Stephens,10/28/1956,MALE,INDIVIDUAL,880,Married
560279,Part-560279,Jeremy,Willis,6/30/1963,MALE,INDIVIDUAL,942,Married
560613,Part-560613,Henry,Riley,3/9/1978,MALE,INDIVIDUAL,543,Single
560625,Part-560625,Mildred,Patterson,2/6/1978,FEMALE,INDIVIDUAL,434,Single
560780,Part-560780,Raymond,Meyer,9/15/1975,MALE,INDIVIDUAL,584,Married
560802,Part-560802,Raymond,Gibson,4/11/1978,MALE,INDIVIDUAL,386,Single
561259,Part-561259,William,Mccoy,6/10/1967,MALE,INDIVIDUAL,892,Married
561527,Part-561527,Christina,Hawkins,4/13/1976,FEMALE,INDIVIDUAL,651,Married
561549,Part-561549,Rebel Group,,,,COMPANY,640,
561624,Part-561624,Carol,Alvarez,6/11/1966,FEMALE,INDIVIDUAL,152,Married
561639,Part-561639,Jerry,Foster,9/29/1967,MALE,INDIVIDUAL,571,Married
561724,Part-561724,Janice,Gilbert,7/10/1963,FEMALE,INDIVIDUAL,141,Single
561822,Part-561822,Steven,Sullivan,3/20/1990,MALE,INDIVIDUAL,117,Single
561832,Part-561832,Joseph,Carter,4/11/1993,MALE,INDIVIDUAL,199,Married
561852,Part-561852,Ruby,Watkins,10/6/2009,FEMALE,INDIVIDUAL,907,Single
561855,Part-561855,Christopher,Phillips,2/3/1970,MALE,INDIVIDUAL,497,Married
561858,Part-561858,Henry,Chavez,2/13/2008,MALE,INDIVIDUAL,891,Single
562321,Part-562321,Andrew,Johnston,9/8/1982,MALE,INDIVIDUAL,4,Single
562322,Part-562322,Scott,Gonzales,7/15/1951,MALE,INDIVIDUAL,228,Single
562323,Part-562323,Jeffrey,Thomas,10/6/1983,MALE,INDIVIDUAL,593,Single
562371,Part-562371,Henry,Ramirez,12/27/2007,MALE,INDIVIDUAL,306,Single
562375,Part-562375,Samuel,Peters,1/19/1970,MALE,INDIVIDUAL,919,Married
562520,Part-562520,Harold,Murphy,10/14/1953,MALE,INDIVIDUAL,255,Divorced
562596,Part-562596,Samuel,Wagner,10/2/1991,MALE,INDIVIDUAL,405,Married
562606,Part-562606,Louis,Campbell,6/23/1961,MALE,INDIVIDUAL,450,Married
562662,Part-562662,Pamela,Roberts,10/4/1980,FEMALE,INDIVIDUAL,822,Married
562699,Part-562699,Marilyn,Fields,1/13/1969,FEMALE,INDIVIDUAL,88,Married
562700,Part-562700,Sara,Powell,1/13/1969,FEMALE,INDIVIDUAL,224,Married
562798,Part-562798,Ann,Alvarez,10/4/1954,FEMALE,INDIVIDUAL,240,Married
562855,Part-562855,Lawrence,Watson,5/31/2012,MALE,INDIVIDUAL,9,Divorced
562859,Part-562859,Diane,Vasquez,11/18/1956,FEMALE,INDIVIDUAL,347,Single
563256,Part-563256,Patrick,Crawford,8/5/2011,MALE,INDIVIDUAL,693,Married
563673,Part-563673,Joshua,Fowler,12/26/1959,MALE,INDIVIDUAL,242,Married
563774,Part-563774,Arthur,Thomas,1/31/1972,MALE,INDIVIDUAL,708,Married
564049,Part-564049,Ruby,Garcia,6/14/1985,FEMALE,INDIVIDUAL,244,Married
564540,Part-564540,William,Cunningham,8/21/1979,MALE,INDIVIDUAL,172,Married
564544,Part-564544,Sharon,Duncan,10/12/2010,FEMALE,INDIVIDUAL,831,Married
564546,Part-564546,Mary,Richards,7/14/1980,FEMALE,INDIVIDUAL,413,Single
564853,Part-564853,Nicole,Adams,12/18/1985,FEMALE,INDIVIDUAL,57,Single
564949,Part-564949,Emily,Boyd,11/4/1958,FEMALE,INDIVIDUAL,673,Married
564955,Part-564955,Larry,Watkins,6/9/1958,MALE,INDIVIDUAL,621,Single
565362,Part-565362,Michelle,Nguyen,9/26/1986,FEMALE,INDIVIDUAL,126,Married
565911,Part-565911,Christina,Johnston,7/4/1959,FEMALE,INDIVIDUAL,38,Single
566150,Part-566150,Heather,Hicks,1/18/1961,FEMALE,INDIVIDUAL,950,Single
566166,Part-566166,Jimmy,Elliott,10/1/1980,MALE,INDIVIDUAL,452,Divorced
566326,Part-566326,Donna,Ramos,6/13/1974,FEMALE,INDIVIDUAL,924,Single
566327,Part-566327,Patricia,Hudson,6/12/1967,FEMALE,INDIVIDUAL,766,Married
566357,Part-566357,Amy,Kelly,1/16/1971,FEMALE,INDIVIDUAL,149,Married
566558,Part-566558,Timothy,Bryant,2/16/1964,MALE,INDIVIDUAL,348,Divorced
566851,Part-566851,Brandon,Gonzales,12/28/2009,MALE,INDIVIDUAL,687,Married
566853,Part-566853,Thomas,Burton,7/30/1975,MALE,INDIVIDUAL,27,Single
566905,Part-566905,Shawn,Moore,8/11/2003,MALE,INDIVIDUAL,631,Single
567057,Part-567057,Kathleen,Andrews,4/1/1970,FEMALE,INDIVIDUAL,732,Married
567078,Part-567078,Jane,Lane,1/30/1986,FEMALE,INDIVIDUAL,492,Single
567188,Part-567188,Marie,Jordan,1/25/1977,FEMALE,INDIVIDUAL,601,Married
567341,Part-567341,Charles,Peters,3/30/1979,MALE,INDIVIDUAL,895,Married
567449,Part-567449,Gary,Murphy,6/20/1994,MALE,INDIVIDUAL,24,Married
567498,Part-567498,Rachel,Bell,4/14/1966,FEMALE,INDIVIDUAL,306,Single
567825,Part-567825,Bruce,Castillo,11/28/1976,MALE,INDIVIDUAL,327,Married
567930,Part-567930,Sandra,Riley,7/12/1963,FEMALE,INDIVIDUAL,535,Married
567936,Part-567936,Arthur,Martin,2/4/2009,MALE,INDIVIDUAL,72,Single
568129,Part-568129,Angela,Hall,12/18/1986,FEMALE,INDIVIDUAL,512,Married
568395,Part-568395,Denise,Chavez,9/2/1957,FEMALE,INDIVIDUAL,511,Married
568604,Part-568604,Kathleen,Banks,3/30/1949,FEMALE,INDIVIDUAL,908,Single
568665,Part-568665,Norma,Harris,2/3/1968,FEMALE,INDIVIDUAL,961,Married
568719,Part-568719,Randy,Stewart,9/3/1993,MALE,INDIVIDUAL,801,Divorced
568720,Part-568720,Joe,Fields,10/13/1969,MALE,INDIVIDUAL,897,Divorced
569050,Part-569050,Angela,Hawkins,9/5/1959,FEMALE,INDIVIDUAL,732,Single
569098,Part-569098,Eugene,Bradley,3/14/1981,MALE,INDIVIDUAL,155,Married
569250,Part-569250,Kathleen,Mills,3/3/1979,FEMALE,INDIVIDUAL,575,Single
569769,Part-569769,Adam,Lawrence,8/9/1956,MALE,INDIVIDUAL,453,Single
569801,Part-569801,Terry,Miller,4/19/2012,MALE,INDIVIDUAL,312,Married
569803,Part-569803,Roger,Hill,11/24/1974,MALE,INDIVIDUAL,647,Married
569862,Part-569862,Marie,Mills,10/15/1955,FEMALE,INDIVIDUAL,788,Married
569994,Part-569994,Donna,Watkins,5/24/1963,FEMALE,INDIVIDUAL,359,Single
570231,Part-570231,Ernest,Smith,8/26/1968,MALE,INDIVIDUAL,345,Married
570483,Part-570483,Doris,Richardson,4/29/1975,FEMALE,INDIVIDUAL,702,Married
570516,Part-570516,Shirley,Foster,3/12/1987,FEMALE,INDIVIDUAL,457,Single
570711,Part-570711,Ruth,Cole,10/18/1971,FEMALE,INDIVIDUAL,22,Married
570748,Part-570748,Clarence,Payne,2/24/1961,MALE,INDIVIDUAL,823,Married
570856,Part-570856,Lillian,Dixon,5/18/1980,FEMALE,INDIVIDUAL,303,Married
570866,Part-570866,Janet,Duncan,3/20/1984,FEMALE,INDIVIDUAL,234,Married
570900,Part-570900,David,Griffin,11/20/1970,MALE,INDIVIDUAL,609,Single
571158,Part-571158,Patricia,Crawford,6/11/1972,FEMALE,INDIVIDUAL,44,Divorced
571168,Part-571168,Janet,Stevens,3/5/1974,FEMALE,INDIVIDUAL,5,Married
571723,Part-571723,Jeffrey,Scott,12/15/1975,MALE,INDIVIDUAL,760,Divorced
571888,Part-571888,Ralph,Evans,10/8/1951,MALE,INDIVIDUAL,224,Married
571927,Part-571927,Charles,Rice,1/27/1988,MALE,INDIVIDUAL,779,Divorced
572064,Part-572064,Kelly,Fernandez,10/16/1978,FEMALE,INDIVIDUAL,393,Single
572360,Part-572360,Donna,Jacobs,2/20/1975,FEMALE,INDIVIDUAL,93,Married
572503,Part-572503,Roy,Porter,1/26/1975,MALE,INDIVIDUAL,222,Married
572721,Part-572721,Sara,Hicks,5/24/1978,FEMALE,INDIVIDUAL,330,Married
573353,Part-573353,Andrew,Reid,1/28/1962,MALE,INDIVIDUAL,738,Married
574433,Part-574433,Jimmy,Perry,11/23/1983,MALE,INDIVIDUAL,108,Married
574912,Part-574912,Jeffrey,Bishop,2/15/2002,MALE,INDIVIDUAL,925,Married
574997,Part-574997,Joshua,Mccoy,3/28/1975,MALE,INDIVIDUAL,638,Single
575220,Part-575220,Shirley,Collins,4/2/1969,FEMALE,INDIVIDUAL,801,Married
575345,Part-575345,Rachel,Frazier,1/7/1968,FEMALE,INDIVIDUAL,256,Married
575572,Part-575572,Laura,Shaw,10/31/1974,FEMALE,INDIVIDUAL,962,Married
575832,Part-575832,Edward,Howard,1/22/1981,MALE,INDIVIDUAL,161,Single
575953,Part-575953,Dennis,Simmons,4/27/1972,MALE,INDIVIDUAL,78,Divorced
576091,Part-576091,Angela,Miller,7/6/1981,FEMALE,INDIVIDUAL,574,Single
576093,Part-576093,Teresa,Stone,3/4/1971,FEMALE,INDIVIDUAL,716,Married
576378,Part-576378,Fred,Ruiz,6/16/1974,MALE,INDIVIDUAL,582,Married
576425,Part-576425,Diana,Daniels,5/10/1975,FEMALE,INDIVIDUAL,807,Married
576484,Part-576484,Jane,Flores,3/31/1974,FEMALE,INDIVIDUAL,656,Married
576605,Part-576605,Phillip,Gonzales,10/11/1970,MALE,INDIVIDUAL,226,Divorced
577028,Part-577028,Lillian,Black,9/30/1991,FEMALE,INDIVIDUAL,677,Married
577143,Part-577143,Alan,Dean,3/12/1952,MALE,INDIVIDUAL,6,Married
577167,Part-577167,Donna,Hughes,9/21/1987,FEMALE,INDIVIDUAL,110,Divorced
577168,Part-577168,Melissa,Arnold,3/1/1990,FEMALE,INDIVIDUAL,782,Single
577171,Part-577171,Craig,Thomas,8/24/1984,MALE,INDIVIDUAL,991,Married
577205,Part-577205,Rachel,Washington,3/6/1964,FEMALE,INDIVIDUAL,545,Single
577536,Part-577536,Ruby,Holmes,4/15/1981,FEMALE,INDIVIDUAL,824,Single
577544,Part-577544,Sarah,Allen,7/2/1984,FEMALE,INDIVIDUAL,476,Divorced
577700,Part-577700,Paul,Moore,7/28/1974,MALE,INDIVIDUAL,727,Married
577824,Part-577824,Pamela,Cox,5/22/1981,FEMALE,INDIVIDUAL,484,Divorced
577825,Part-577825,Sarah,Olson,11/21/1979,FEMALE,INDIVIDUAL,278,Single
577943,Part-577943,Roy,Brooks,4/11/1963,MALE,INDIVIDUAL,341,Single
578228,Part-578228,Samuel,Garrett,6/7/2009,MALE,INDIVIDUAL,243,Married
578440,Part-578440,Anne,Chavez,9/10/2012,FEMALE,INDIVIDUAL,384,Married
578691,Part-578691,Harry,Torres,7/31/1981,MALE,INDIVIDUAL,760,Single
578851,Part-578851,Barbara,Ford,8/11/1975,FEMALE,INDIVIDUAL,794,Divorced
578865,Part-578865,Deborah,Jones,4/30/2002,FEMALE,INDIVIDUAL,802,Divorced
578870,Part-578870,Daniel,Torres,9/23/1971,MALE,INDIVIDUAL,218,Married
578913,Part-578913,Mark,Berry,3/18/1973,MALE,INDIVIDUAL,746,Married
578990,Part-578990,Virginia,Medina,1/21/1995,FEMALE,INDIVIDUAL,729,Married
579117,Part-579117,Daniel,Hicks,2/9/1961,MALE,INDIVIDUAL,658,Married
579501,Part-579501,Diana,Burton,4/18/1963,FEMALE,INDIVIDUAL,32,Divorced
579731,Part-579731,Juan,Rodriguez,10/27/1966,MALE,INDIVIDUAL,843,Divorced
580205,Part-580205,Terry,Carroll,6/25/1973,MALE,INDIVIDUAL,219,Married
580595,Part-580595,Bruce,Griffin,1/4/1967,MALE,INDIVIDUAL,244,Single
580604,Part-580604,Kimberly,Reid,2/1/1991,FEMALE,INDIVIDUAL,88,Divorced
580802,Part-580802,Thomas,Olson,1/13/1954,MALE,INDIVIDUAL,925,Married
580913,Part-580913,Laura,Black,3/22/1954,FEMALE,INDIVIDUAL,496,Married
580989,Part-580989,Barbara,Porter,4/7/1991,FEMALE,INDIVIDUAL,216,Single
581074,Part-581074,Joshua,Shaw,2/27/1976,MALE,INDIVIDUAL,34,Married
581090,Part-581090,Maria,Webb,5/14/2010,FEMALE,INDIVIDUAL,155,Married
581311,Part-581311,Kathy,Willis,1/17/1957,FEMALE,INDIVIDUAL,246,Single
581701,Part-581701,Dorothy,Jones,7/22/2010,FEMALE,INDIVIDUAL,682,Single
581847,Part-581847,Melissa,Kennedy,4/3/2009,FEMALE,INDIVIDUAL,916,Single
581849,Part-581849,Russell,Hart,6/6/1970,MALE,INDIVIDUAL,927,Married
582299,Part-582299,Ryan,Wood,4/22/1976,MALE,INDIVIDUAL,546,Single
582583,Part-582583,Ruth,Williams,6/5/2006,FEMALE,INDIVIDUAL,492,Divorced
582687,Part-582687,Helen,Wallace,2/16/1967,FEMALE,INDIVIDUAL,122,Single
582742,Part-582742,Diane,Mitchell,6/4/1984,FEMALE,INDIVIDUAL,626,Divorced
583094,Part-583094,Robert,Grant,2/12/1979,MALE,INDIVIDUAL,941,Married
583107,Part-583107,Gloria,Shaw,1/4/1988,FEMALE,INDIVIDUAL,622,Married
583286,Part-583286,Christine,Foster,12/2/1961,FEMALE,INDIVIDUAL,26,Married
583323,Part-583323,Roy,Lawrence,8/5/1979,MALE,INDIVIDUAL,449,Married
583742,Part-583742,Eugene,Wells,6/29/1973,MALE,INDIVIDUAL,527,Married
583948,Part-583948,Dennis,Robertson,5/7/1971,MALE,INDIVIDUAL,450,Married
583971,Part-583971,Martin,Anderson,4/3/2002,MALE,INDIVIDUAL,399,Single
583982,Part-583982,Wanda,Mills,1/31/1984,FEMALE,INDIVIDUAL,844,Married
584328,Part-584328,Debra,Jackson,5/26/1966,FEMALE,INDIVIDUAL,740,Married
584367,Part-584367,Kathryn,Fuller,2/3/1990,FEMALE,INDIVIDUAL,645,Married
584396,Part-584396,Marie,Brooks,11/25/1964,FEMALE,INDIVIDUAL,104,Single
584553,Part-584553,John,Thompson,10/9/1968,MALE,INDIVIDUAL,834,Single
584697,Part-584697,Barbara,Daniels,8/11/1967,FEMALE,INDIVIDUAL,417,Single
584740,Part-584740,Ruby,Chapman,3/16/2000,FEMALE,INDIVIDUAL,859,Single
584845,Part-584845,Fred,Ortiz,12/16/1969,MALE,INDIVIDUAL,364,Married
585269,Part-585269,Denise,Hernandez,11/18/1967,FEMALE,INDIVIDUAL,52,Single
585290,Part-585290,Amy,Chavez,8/21/1977,FEMALE,INDIVIDUAL,854,Married
585343,Part-585343,Martha,Hanson,8/8/1973,FEMALE,INDIVIDUAL,511,Married
585369,Part-585369,Denise,Bishop,8/29/1985,FEMALE,INDIVIDUAL,752,Married
585412,Part-585412,Barbara,Rodriguez,11/5/1974,FEMALE,INDIVIDUAL,93,Single
585422,Part-585422,Helen,Andrews,4/2/1962,FEMALE,INDIVIDUAL,822,Married
585563,Part-585563,Joan,Powell,11/4/1962,FEMALE,INDIVIDUAL,579,Married
585609,Part-585609,Judy,Johnston,4/21/1989,FEMALE,INDIVIDUAL,885,Divorced
585733,Part-585733,Roy,Wright,11/16/1971,MALE,INDIVIDUAL,203,Divorced
